v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;target
-0.23106;0.27551;-0.80205;-162.652;0.15312;0.13996;-181.736;-0.14883;-0.91863;0.64691;-189.771;-15.681;-12.203.930.527.693.500
-0.28443;0.0445;143.727;-22.218;0.42735;0.86928;-174.959;-123.366;279.722;-0.8336;0.65787;0.98104;-12.165.284.112.881.900
-174.514;-0.82814;-110.548;0.61975;0.06727;-0.11586;-133.301;0.74975;-140.077;-0.35455;124.808;-125.266;-12.143.960.244.857.700
-0.1837;0.93007;-0.42538;-0.46595;-0.90299;-0.8487;0.19695;-0.89266;184.506;0.12538;0.44815;1.765;-12.109.823.145.827.400
-177.055;-0.06667;0.27967;-0.14728;0.83656;-123.939;0.17765;0.33646;-13.989;0.12176;-11.162;-0.55214;-12.098.279.424.920.000
-0.45463;-105.566;-0.65587;-0.73661;-0.28195;0.23207;146.533;170.282;0.32577;-0.11723;-0.95729;-0.889;-12.089.087.891.613.300
-0.07834;-119.898;-0.86827;-0.69227;0.20117;-0.76896;-0.58749;-20.043;124.413;-191.316;282.847;0.7445;-12.087.710.398.092.000
-0.20982;-0.2207;-0.15319;-0.34476;-101.106;-0.4833;0.49576;-172.236;-0.39997;0.21486;112.594;0.02009;-12.082.289.909.428.800
0.59686;-0.5637;0.83656;-0.38785;-178.549;0.31812;0.16835;0.5661;-182.746;-110.149;-0.34459;-105.659;-12.037.851.731.168.200
0.10418;-0.08726;-190.773;-112.819;-0.61866;0.20776;118.079;-0.10951;0.74543;0.09442;-126.155;-114.491;-12.029.916.127.675.600
0.37868;-0.12605;-0.77687;-158.632;-0.6938;-142.325;14.679;-236.192;0.55211;-171.541;-0.26211;-0.4662;-12.013.487.848.231.900
-17.339;145.471;-175.526;-0.40471;0.75655;-0.82348;0.49364;-130.871;-0.68787;-139.827;169.522;-140.984;-12.003.636.299.702.200
-124.927;-0.7946;0.95665;0.36088;-0.31335;0.27815;0.43651;122.838;0.38784;0.09009;133.862;-0.41189;-12.001.861.790.105.800
0.01261;-0.25797;-195.151;10.235;-198.148;0.89922;-217.415;-0.02608;-0.04386;201.981;-179.284;-0.59508;-11.995.147.392.402.200
-0.24484;0.33531;-0.78645;-0.80878;-0.51147;165.998;0.95519;-0.7694;0.31928;0.20873;-0.32357;0.45107;-11.983.410.725.334.300
0.09773;-157.476;146.915;-0.48116;-107.559;-0.25137;0.50322;-0.23756;-0.65205;-0.96391;-0.95159;-245.245;-11.879.546.293.948.500
-0.3004;0.86339;140.094;0.44681;-125.936;-0.76804;-262.201;-117.835;0.12071;0.34483;-0.98636;116.308;-11.828.722.504.970.200
-0.12053;0.67443;-0.95849;0.0278;-131.027;-0.04982;0.13985;0.27099;172.972;0.79386;0.71294;-12.613;-11.800.524.694.047.200
-132.751;0.31759;0.24916;0.10476;0.09706;-222.405;159.361;0.21512;-0.16292;0.27897;-0.05629;-0.26739;-11.775.984.803.184.500
-0.58835;-0.11956;-0.8045;-0.01714;-0.71012;-0.70935;0.76653;0.09646;-0.37283;138.412;0.44175;112.874;-11.759.858.164.247.400
0.16725;0.24366;-0.44584;0.45665;-191.197;0.28822;0.30655;-0.03615;242.512;-0.51387;0.38194;-202.608;-11.755.187.142.903.800
110.922;170.161;-0.23633;-134.817;-166.925;-0.17996;-0.53075;-0.78722;-131.857;-11.884;-0.31381;0.82015;-11.732.813.629.798.000
-0.2329;-122.839;-0.38616;0.79958;-158.669;0.61102;0.07172;111.784;127.442;-0.13326;-0.85543;104.913;-11.731.715.229.594.200
-0.97501;-0.05449;-111.377;-0.30317;0.01403;-0.26907;-0.20427;0.49276;0.51229;-0.05578;-0.40968;0.67383;-11.717.795.975.388.800
-0.41637;-0.88019;0.93239;-0.29485;-0.62236;-148.542;-0.89778;-144.575;0.89329;0.14208;-0.57413;108.881;-11.711.504.315.495.500
-0.9938;0.14739;-0.12007;0.58263;-0.58239;181.351;-122.803;0.33958;-0.3474;0.51984;-0.46934;0.48423;-11.708.254.426.492.800
-0.33129;-193.708;-0.19939;-0.18997;-0.94608;-140.089;-0.07065;-0.17815;0.64903;-141.657;125.642;-160.509;-11.702.860.656.561.100
-0.56274;0.20144;-0.73606;-0.85006;-0.07468;-0.19278;0.79241;0.85161;152.258;-0.80724;-0.37451;-0.03415;-11.670.424.602.015.200
0.88053;-172.176;0.31936;0.10662;-115.111;-0.954;-0.12427;-0.95788;0.40336;-24.763;-0.96315;-0.82168;-11.666.369.603.360.800
-0.155;-0.1403;0.04384;-0.56156;-0.87549;-0.3584;-0.38027;251.069;-0.02372;-0.47943;116.397;105.156;-11.666.195.175.967.400
0.75575;-0.11703;0.01234;-0.73677;-163.969;0.17499;0.2577;168.494;-0.64826;0.60685;-0.84116;-0.02763;-11.657.398.980.850.800
0.32978;0.64071;-119.476;-159.584;-0.44371;10.463;120.914;145.075;0.53017;0.22357;-202.151;-0.16436;-11.654.208.512.402.400
-0.82039;0.11294;-0.18925;-115.365;0.36887;-100.483;0.51326;0.80383;-173.192;266.145;0.48276;201.244;-11.643.431.519.978.700
-0.34916;-0.53511;-0.05603;0.36736;-128.967;-0.98658;0.87154;177.017;-149.818;-232.959;0.98689;-208.834;-11.640.110.452.391.400
0.38346;-138.689;-0.73299;-292.366;0.26725;0.78233;-114.276;-0.43691;0.33048;-17.787;-0.02435;0.57195;-11.637.442.246.827.600
0.18966;-0.07086;-0.03802;-0.48585;-130.023;-0.14531;0.80286;128.992;0.52202;0.6685;0.88447;-0.04386;-11.616.925.607.276.700
-12.479;0.13311;-0.08218;-0.43095;0.30105;-0.83986;-0.20647;0.515;-0.30553;133.269;118.021;-190.622;-11.600.525.931.080.600
-190.607;0.57218;-0.02143;-0.30756;116.338;-145.929;-0.2264;0.42901;-0.05875;0.31046;-107.192;-0.58268;-11.591.850.049.238.500
-0.40492;-110.294;19.548;-0.6923;-0.4284;-0.11085;-0.71191;0.98967;107.758;-0.19235;0.47716;-112.869;-11.579.029.587.837.700
-0.93747;1.02;-0.8249;-0.54272;0.12862;-0.83289;0.98934;-0.83397;-0.75269;-148.444;-0.04523;0.66375;-11.544.781.199.081.000
-166.671;-0.13265;-0.4468;103.116;-0.07098;-0.66009;168.898;-11.088;0.67208;0.42231;-0.82229;-0.80032;-11.527.310.721.552.400
0.32908;0.68339;116.873;-0.79673;-108.119;0.73924;145.091;-0.38066;-0.52442;-36.279;-0.88284;-197.913;-11.493.443.137.292.200
0.28347;187.543;-174.979;-103.324;-0.9592;251.353;0.44485;0.23359;0.01073;-194.639;0.3062;175.419;-11.483.743.702.039.500
-158.613;0.95501;-0.44234;0.13915;0.37954;-0.50644;-208.142;-0.37793;128.536;-0.13784;0.28059;0.31187;-11.477.597.949.613.100
-0.31053;-0.00347;-171.871;-0.51206;-0.52733;-137.108;0.93226;276.687;-122.799;-128.007;-104.783;-0.78175;-11.473.759.864.413.400
-0.3326;0.92833;-0.75059;-0.51539;-0.68366;-142.385;-152.098;-105.052;-0.3646;215.094;123.814;-123.125;-11.449.225.923.041.100
-0.28789;0.77531;-171.018;-0.1955;-0.90493;-109.694;0.80122;-0.95036;-139.016;-0.14504;0.63019;0.56886;-11.398.776.305.681.300
-0.12368;0.26777;0.09826;0.3054;-135.745;0.5129;-122.348;0.44365;0.46601;-172.096;-0.47059;-118.128;-11.377.608.697.851.000
-125.417;0.22849;0.3973;0.33203;-0.00862;312.022;-127.347;-0.91974;-0.58928;-0.56754;-114.058;-1.143;-11.362.533.972.135.200
-0.17773;177.342;-0.40613;-0.23646;-104.982;0.25926;0.75221;0.91915;204.726;146.661;132.189;124.451;-11.305.488.290.479.500
-0.39955;-0.0271;0.37099;0.1931;-11.118;-162.094;-0.32968;0.7989;0.18217;166.585;156.783;-15.377;-11.255.158.793.242.300
-0.64632;0.52985;-107.055;0.47553;-0.70062;0.62738;0.29107;0.49392;-0.03933;-0.31712;-23.707;107.539;-11.252.392.053.266.000
102.022;0.90768;-0.2786;-194.519;-0.98124;-151.811;-0.27655;-198.088;160.619;-0.5973;-161.058;-0.89232;-11.230.405.918.858.900
-0.88653;0.07086;-0.26734;-0.15107;-0.06314;0.29271;-0.17947;-0.2935;-0.04168;-0.51687;-131.334;0.62085;-11.207.871.771.584.600
-0.0744;165.463;23.302;-0.71817;-0.62457;-0.71558;-0.56588;-0.66899;158.049;0.19373;-100.627;-0.36062;-11.185.939.586.716.700
0.1065;0.00253;0.45655;189.567;-154.249;0.56037;0.54595;-141.827;0.42333;0.23113;-0.6164;0.28663;-11.183.349.576.056.300
-129.654;195.233;-0.20234;0.36277;0.04757;0.35862;0.56828;-0.01413;0.91592;0.956;-126.054;0.2748;-11.164.060.989.468.200
-0.53318;0.35222;-158.438;-0.66207;-0.32922;226.252;0.70167;-0.78834;185.028;0.29247;144.145;10.641;-11.137.141.247.934.600
-0.74885;-0.40368;189.565;0.49855;-0.80595;-0.26723;-0.21765;-0.12371;-284.079;-126.012;0.34293;200.666;-11.123.520.570.454.400
0.35656;-0.69315;-0.83158;-133.367;-0.73441;0.65124;0.4431;-101.283;-109.305;123.053;-0.35226;0.71193;-11.107.712.301.306.100
-0.32996;-0.07224;-272.214;-0.63504;-0.52381;174.995;-0.99028;-0.59172;0.21888;139.448;0.81034;-0.18361;-11.071.693.962.616.600
-144.173;-0.9552;0.53276;0.22546;0.12281;111.449;-117.524;160.941;-0.87282;-123.393;122.182;0.21549;-11.062.299.861.033.600
106.612;-0.76263;-0.77745;-17.319;-134.334;0.3697;0.39795;-0.43804;0.6993;-0.24529;0.57583;141.159;-11.035.075.929.060.500
0.54086;0.44254;0.01826;0.7206;-233.561;-0.9241;0.4502;0.68728;-0.25913;0.02088;-0.96;0.03712;-11.020.435.487.219.000
0.90806;-0.00165;0.23008;0.26679;-245.954;-0.35849;-0.98715;-0.0944;0.9381;-0.43495;-0.70906;-0.09218;-11.017.480.968.319.200
0.2441;21.829;161.715;-0.84044;-0.91026;0.22046;-0.07085;0.93656;0.94928;-0.47316;-0.71862;104.311;-11.012.695.341.278.900
-183.114;0.85741;114.673;0.38858;0.62224;-0.59831;187.975;0.3871;-0.22119;110.384;-0.67092;0.8918;-11.003.829.880.387.400
-0.19447;-231.798;-0.38306;-0.37594;-0.85361;-14.002;0.41489;0.07772;-103.531;185.194;0.79031;0.47319;-10.992.452.677.369.100
0.86654;-135.612;0.03801;0.81547;-169.431;-0.89872;-0.90398;0.10713;0.56265;169.156;-0.16052;-0.30314;-10.973.752.787.517.500
-0.58271;-105.619;0.49082;-0.22993;-0.22824;-147.665;-0.58236;-0.2863;-0.69282;-0.13138;-253.115;0.58971;-10.945.774.255.352.700
-117.879;0.30891;-0.01368;-0.31471;0.33727;-0.20598;-157.125;-0.95177;-0.46018;0.39725;-0.27332;-0.11104;-10.939.315.617.235.700
-158.731;0.371;0.10876;-0.20387;0.84924;-154.165;0.94021;-13.939;0.14053;-0.74428;-163.724;0.85363;-10.877.212.674.963.700
-119.619;0.36055;-0.08269;-189.818;160.515;0.4419;-0.64579;-0.60913;178.245;-190.234;-175.178;0.77765;-10.849.676.101.140.900
-0.46879;-0.17916;-0.21826;-151.904;0.17819;-0.09516;0.06873;0.51871;-0.06071;-0.51216;218.186;-184.922;-10.812.487.065.464.900
-0.24758;0.06942;128.007;-151.599;0.09721;123.433;0.72027;0.06175;-104.763;0.46638;0.03522;0.86955;-10.794.789.953.383.400
-0.81497;0.06131;-190.379;-114.847;0.27675;0.24772;124.455;0.44425;0.71968;-0.42298;2.743;-0.31661;-10.746.222.534.554.800
-0.73489;106.416;-0.92228;-0.1001;-0.16559;213.948;0.58624;-0.20681;132.051;-175.422;-195.054;-0.73015;-10.732.208.885.321.700
0.09367;-0.60592;-0.82707;-141.511;-0.28855;-0.01747;-0.07544;134.273;-117.231;-0.59683;-0.83271;162.213;-10.730.835.583.186.700
-0.61875;0.22107;0.70582;0.02058;-0.59808;0.32235;-0.64833;-24.684;196.194;-148.297;0.64851;-0.55073;-10.708.469.014.594.200
-0.82924;0.59715;-0.30771;0.26812;-0.40556;0.47721;-105.528;-0.80732;-0.0094;-0.32512;-0.82398;123.542;-10.708.080.556.462.100
-110.642;-0.07144;199.232;0.08053;0.0092;0.04912;-13.243;-0.80973;0.62521;-0.69477;-0.36703;-114.205;-10.698.867.336.324.800
-0.62012;-0.81163;-0.75872;0.30964;-0.67114;-110.999;0.7367;0.66071;161.539;-0.50301;-0.89759;-0.24065;-10.689.735.894.239.800
0.11461;-0.04482;-141.773;-0.59885;-0.97998;-104.196;-133.518;-0.12119;-199.711;-0.24477;0.34676;1.2;-10.685.711.143.573.500
0.40025;-154.368;148.891;0.277;-180.641;0.45597;-0.07633;0.7667;-104.195;0.20542;-111.317;-100.591;-10.676.802.922.437.300
0.06742;-0.06315;-0.83339;-112.414;-0.33819;-0.06683;-0.28451;0.43261;0.70709;-161.903;-227.607;-0.35931;-10.675.775.143.216.200
-0.33157;-0.57426;-0.28895;-0.55835;-0.48083;116.824;0.3089;115.625;0.73591;-0.71947;0.21468;-104.813;-10.672.582.740.687.200
-0.48449;0.00298;-15.324;-0.9407;0.01458;0.14929;-0.03362;0.58298;0.52723;-0.7414;-0.34892;0.10037;-10.655.405.050.878.200
-107.307;0.89871;-0.0523;0.26129;-0.07451;137.995;0.8399;0.96345;-0.22604;127.572;-130.668;-0.0221;-10.639.483.818.498.500
-0.95651;163.202;-0.27623;0.95221;-0.71254;-0.63477;-0.81154;-0.57996;-0.88847;-0.50211;-102.666;105.981;-10.620.192.562.309.600
0.30051;-0.83236;-0.35256;-12.127;-0.7065;-0.22488;0.63695;0.3409;-0.52142;-124.485;-0.21769;-0.54659;-10.606.967.405.083.700
-0.5543;0.46029;13.857;-0.94262;0.03988;0.34935;0.613;-0.91374;0.48482;-107.798;0.41782;0.79767;-10.600.580.819.806.800
-0.17616;0.36009;-288.857;0.32407;-120.111;-0.78259;0.3974;-109.203;-0.1071;-0.74461;-0.6182;-10.018;-10.561.485.113.229.400
-0.50584;-0.12337;0.59892;0.39716;-0.79224;0.08795;-0.55407;-0.5558;-110.608;0.24634;-156.436;0.14765;-10.556.309.888.235.500
-0.2559;0.90103;0.29394;0.99045;-166.282;0.06509;-0.58156;0.21882;0.39149;0.73884;0.52725;0.03587;-10.466.315.112.027.900
-125.656;0.13552;-0.15782;0.90249;-0.45822;0.66545;-108.932;-0.57799;-0.19753;-131.451;0.7363;0.10915;-10.462.495.351.054.700
-0.3258;0.37103;-100.107;0.0779;-0.96876;0.13353;-0.87603;0.796;-0.65334;-0.07093;0.90787;0.63094;-10.459.701.899.332.800
0.17334;0.19355;0.72189;-0.06657;-14.034;-0.61238;-111.085;-0.75113;-110.783;0.34805;0.44343;-0.50549;-10.435.893.361.343.800
0.06228;-0.79542;-0.80884;-0.40668;-100.018;-0.22143;-0.30542;0.67592;111.774;0.07556;0.05373;107.516;-10.411.279.745.668.600
-0.89642;260.758;18.327;-240.851;14.665;-0.03291;1.193;-0.68441;-0.00311;-17.912;0.70862;-0.22669;-10.403.478.543.935.300
-0.06275;-0.45412;-0.02363;0.93535;-179.304;0.53154;-156.828;-0.93753;0.65527;0.21142;-0.02658;157.816;-10.396.954.911.626.100
-159.091;296.513;-115.092;-0.28127;0.66249;120.579;0.47611;0.05842;-0.63285;0.233;207.734;153.154;-10.356.164.452.289.200
-0.29785;0.11786;0.04607;0.29316;-109.669;114.193;-0.17815;-0.8002;-0.27232;147.964;0.38661;0.83512;-10.355.307.994.340.800
-0.0733;-0.69118;-159.883;-170.056;0.07772;100.404;-0.68324;102.134;168.545;-127.568;0.04176;0.32153;-10.352.506.601.199.400
0.0667;-232.351;0.70435;-114.831;-0.33881;0.22817;0.68824;140.116;0.80158;-214.602;-154.931;-129.848;-10.312.885.688.193.900
0.27155;128.784;0.83633;-143.058;-0.54439;-0.91084;-131.598;0.34724;155.236;0.07681;0.49771;-0.50992;-10.303.994.477.491.900
-0.81554;-211.271;-0.32406;0.10243;-0.28003;0.30638;-0.14713;0.43866;-0.06689;-0.99809;-0.4853;0.41957;-10.264.174.586.077.600
-177.681;0.39545;0.41968;0.65508;0.4033;-0.14894;-104.621;-0.02493;0.10958;-0.45991;-0.02558;-0.29015;-10.252.532.287.750.600
-0.3528;0.48019;0.43708;-0.8809;-0.22436;0.43061;-0.72164;-0.67771;176.117;0.73801;0.76711;0.29164;-10.242.642.222.415.400
0.34346;0.28553;-0.37984;-165.664;-0.31758;-205.221;-113.318;-0.59972;0.12693;0.65026;-118.527;-107.377;-10.213.996.989.349.500
0.58545;-100.703;147.916;0.62335;-1.085;-0.34698;0.64679;115.156;-0.52861;-0.32191;-185.396;0.26959;-10.203.637.292.229.200
-0.75986;0.21866;0.61553;0.77173;-0.76426;-133.962;14.261;-0.8696;-152.611;0.1706;-103.693;-0.11644;-10.184.079.511.068.500
-105.773;-196.906;-154.965;0.37892;-0.27762;0.15485;-194.865;0.97698;-0.70901;-174.615;0.6484;206.682;-10.156.777.622.094.500
113.855;114.729;-0.11174;-0.45193;-223.205;-0.93338;0.08369;130.108;14.937;0.64117;0.68168;0.28802;-10.140.821.838.714.300
-0.30375;-145.909;-128.144;-0.02236;-0.85464;0.17255;-0.08481;0.47161;-0.85802;-0.13526;0.52557;163.569;-10.133.242.408.457.300
0.73044;-0.95645;0.1033;-166.772;-0.94169;0.20089;-0.23265;-155.276;-219.352;-0.00706;118.648;-212.751;-10.118.625.332.883.300
-0.21381;0.67011;0.61972;0.01123;-0.82587;194.365;0.26982;-182.114;-0.02912;-0.56075;-130.853;0.21552;-10.100.542.802.350.600
0.38982;-0.78609;-0.25905;-133.287;-0.7066;-225.514;0.63888;-305.101;0.02405;-0.86841;0.26151;-0.12754;-10.089.930.483.580.900
0.31185;-0.33702;-207.768;-132.305;-0.52278;-0.98788;-0.26722;0.82502;-0.56576;144.693;-0.88008;0.06795;-10.044.278.223.811.800
0.26291;-209.796;0.40813;0.26632;-0.73427;222.335;-0.56698;11.722;-0.1742;-0.53738;150.955;-0.71651;-10.036.921.668.324.600
-107.332;-0.62154;-0.58495;109.914;-0.74233;-0.02776;-107.491;-0.98747;-162.696;-0.06582;0.52828;-118.052;-10.035.384.484.448.000
-114.251;-0.8563;-0.65667;-179.634;139.174;-0.27071;-101.146;0.29104;-0.30188;-133.095;0.34182;-215.848;-10.031.772.004.273.600
-0.70256;0.32716;0.3851;-130.966;0.4726;-0.21445;0.59508;-125.945;0.96028;-0.39329;118.417;-144.878;-10.023.215.322.286.000
-217.098;0.56225;11.784;0.34578;100.386;0.01851;-0.39188;0.27731;0.89324;-0.55086;122.364;-148.973;-10.003.174.695.612.100
0.14941;0.29697;110.442;0.54548;-17.545;108.444;-129.958;0.6002;-0.36494;0.00548;0.43127;-0.94671;-9.979.311.606.169.940
-0.27584;0.86456;0.47317;0.27394;-0.93021;12.745;-105.379;-0.3986;-0.9882;0.8752;-124.181;-0.78938;-9.966.551.538.379.170
0.24719;-116.892;-0.21336;-209.969;-0.02984;-139.703;0.07219;0.16062;0.32517;-0.20321;0.80836;-0.20773;-9.962.618.501.620.870
-116.391;0.81948;-0.93415;0.19037;0.09293;0.15115;-237.411;0.94838;0.14441;13.719;-0.42251;0.41119;-9.932.077.701.893.010
0.18438;-0.34238;-160.923;-0.44605;-113.932;-0.2164;-145.269;10.643;-145.894;-111.345;103.982;-0.66182;-9.929.363.005.264.900
0.29625;0.05601;-0.67287;125.522;-233.287;-0.5576;-0.43625;-0.62661;-113.718;133.414;-0.59095;0.42788;-9.919.627.588.337.460
-0.11326;126.494;177.896;-10.354;-0.22183;0.45394;-145.634;-0.65189;-141.013;0.72182;-0.74359;0.1178;-9.845.342.891.519.240
0.09585;121.806;-0.97143;-109.323;-0.49625;0.53097;-0.32121;-0.07866;0.40249;0.75855;0.1735;-0.30291;-9.822.844.394.756.760
-0.23517;-0.95226;0.6122;0.37266;-107.927;0.20138;-126.018;101.175;-119.812;-0.33679;-0.62705;0.45345;-9.817.610.199.203.220
-0.48096;174.919;0.72656;-0.50716;-0.14603;-125.766;-226.774;-0.50838;-0.64433;0.91068;-0.98373;-0.82517;-9.816.370.736.087.670
-0.92894;0.33519;-129.793;0.82807;-0.7517;100.116;0.24855;148.412;0.50049;-0.81611;1.275;133.337;-9.786.747.419.256.840
-114.219;0.30137;-153.664;118.477;-0.53319;0.10419;-162.622;0.21441;0.40489;0.37759;-144.246;0.78946;-9.778.929.130.697.120
-0.86981;-0.25319;0.94762;-0.96322;0.54817;0.57688;-0.30759;-176.907;0.011;0.67463;0.10987;118.211;-9.707.109.012.028.180
0.09611;0.88779;0.78013;-0.50065;-0.89514;-0.3;0.11037;0.69754;-122.625;-0.0078;0.10149;157.151;-9.691.233.663.219.150
0.48179;-136.272;0.73508;-17.029;-0.28915;0.37029;-127.509;0.94474;0.61088;0.10097;-226.043;0.02235;-9.627.116.613.475.330
0.46965;-0.56816;0.85269;-0.94797;-0.93665;-0.1731;0.73507;-0.22926;11.239;237.119;-0.6837;-12.771;-9.626.976.232.167.000
-0.03453;0.83904;160.433;-0.56325;-0.70612;-0.08882;-14.481;-118.175;145.404;113.271;0.31346;-0.18008;-9.619.576.321.517.870
-0.57533;-0.06484;0.18866;-125.043;0.50445;-0.68806;0.34218;0.81831;-0.08919;-0.51605;-0.92359;-0.56174;-9.608.009.770.889.060
-0.37995;-0.25091;-242.087;-0.18387;0.38772;121.798;0.55749;-0.34602;0.27061;0.38396;0.79587;0.4391;-9.603.816.767.360.640
-264.654;-0.82782;-0.09635;0.74226;13.432;-0.99719;160.252;156.098;-0.48615;0.06096;0.98984;-101.925;-9.569.742.405.924.700
-0.90549;0.00397;-0.18116;114.766;-0.71779;149.991;302.395;0.88789;-0.39198;-0.86388;-188.879;-146.081;-9.566.457.337.407.690
137.285;-203.193;-0.01242;0.10868;-278.997;-0.92107;168.862;138.807;-0.79736;0.87942;0.16705;126.178;-9.555.228.399.981.940
-0.41539;-190.157;0.37789;215.658;-210.773;-0.12904;1.432;175.818;-0.45862;0.54987;-0.4771;0.78729;-9.522.825.583.732.580
-0.043;0.76107;-0.95443;-12.784;-0.15752;0.68283;0.05347;0.69491;-0.15736;-0.28705;0.03291;0.22964;-9.514.485.984.600.910
0.01653;-0.05436;-12.075;-0.42291;-0.91744;-0.47971;-0.38657;0.26754;0.3042;-151.035;110.208;0.62447;-9.513.004.472.674.230
0.40754;131.167;-0.35107;0.14266;-171.079;-0.7131;169.139;0.10602;147.016;-0.21118;0.43853;0.05131;-9.479.318.269.424.440
-0.66846;123.136;0.07984;-0.9708;134.832;178.799;0.81678;-0.9861;0.53811;-0.24594;-0.05102;0.02769;-9.476.391.707.038.670
-0.73112;-0.15987;-130.042;-117.021;0.53888;0.915;-104.894;-201.454;0.81239;-0.56612;0.36971;-12.632;-9.473.061.191.351.610
-173.835;101.569;130.338;0.16352;0.68533;104.724;0.98812;0.30761;-18.668;-0.34153;138.011;0.01302;-9.419.654.610.964.160
-130.165;-0.66023;0.30072;-0.08465;0.53351;0.52337;0.4147;-259.805;-19.307;0.48303;-0.72811;-0.94697;-9.391.684.720.908.790
-0.54969;-0.32358;0.03153;137.099;-0.21775;-11.451;-211.455;0.52276;-0.16917;-0.00526;-272.423;185.755;-9.383.659.264.043.020
-0.82733;0.45178;-0.58407;12.735;-100.213;-118.367;-0.8041;0.0826;-0.64992;-0.32806;-0.33539;0.32468;-9.369.607.054.357.000
-0.67998;-0.2975;104.345;0.68184;-0.73464;161.777;0.84972;153.264;0.88546;-0.02318;-0.56391;0.38105;-9.348.109.367.348.480
-0.39011;-101.789;-0.91995;0.16881;-0.93313;0.23879;0.83842;110.517;-123.698;-0.05106;217.497;0.6204;-9.346.731.605.380.180
-0.8125;0.39392;0.64108;0.38136;-0.37364;0.44414;-0.49587;-0.07522;0.64214;0.81634;-0.49635;0.19221;-9.341.325.568.020.040
0.13429;0.25354;-144.007;-0.57121;-0.67081;0.62721;0.56177;0.48813;-0.76115;-0.63611;-197.721;-11.264;-9.306.163.826.377.640
-0.29973;-0.49551;-0.63753;-0.12921;-0.54651;0.60294;0.02931;0.7071;0.99735;0.55863;-119.971;-0.93194;-9.305.774.239.783.910
-0.53949;-0.09973;0.13735;0.18631;-0.43766;-0.89202;-116.761;-0.80395;-0.76751;0.61951;-182.621;0.09364;-9.300.668.562.389.160
-0.08452;100.961;0.55689;-0.02055;-0.83761;0.25677;-10.064;15.804;0.76467;-0.43625;-152.157;-205.076;-9.243.367.643.269.210
-0.65724;147.146;-0.45244;-0.11439;-0.17584;114.168;-0.06319;0.27411;0.76598;-0.37585;-0.64823;-0.95863;-9.208.749.434.370.240
-0.6237;-0.28501;-0.88617;0.29551;-0.58777;-0.60691;-129.881;0.86439;-0.47332;184.145;0.35536;-0.97804;-9.204.685.938.694.990
-0.76947;-0.05262;0.84591;0.3317;-0.4348;-205.361;-120.399;124.502;-0.96433;-234.251;0.25453;-0.11907;-9.194.047.999.815.540
-117.975;-156.171;0.22462;-0.21357;0.41182;0.48823;-132.013;126.072;-0.67566;0.66988;0.42742;146.326;-9.181.995.599.087.420
-0.79072;-0.61695;-0.32159;0.1186;-0.34297;-0.55962;-0.08631;-0.71971;137.755;0.43163;128.318;-0.09655;-9.177.237.623.916.500
-0.80473;0.0003;-0.13711;-0.53512;0.26893;-0.11141;0.87195;0.74321;-169.882;-0.73558;-0.31891;0.4243;-9.160.930.313.559.890
-180.647;-193.636;-0.96773;0.64861;0.54983;-0.40736;0.23609;0.96011;216.097;-134.389;0.20005;102.593;-9.156.566.169.910.760
-102.378;0.69339;145.843;-0.10615;0.49251;0.83205;119.045;-101.153;0.69662;0.2619;-361.473;-0.37138;-9.154.610.565.183.480
-0.43518;-121.392;0.21776;-0.31716;-0.39018;-0.54075;0.62996;-0.42938;0.81081;0.51862;0.65911;-0.86895;-9.138.532.660.475.410
0.23045;-0.83273;0.04767;-223.267;0.31942;0.12074;-0.74675;-120.015;-0.46496;-0.02422;-0.89367;-0.6199;-9.126.700.467.831.360
-123.794;0.22213;0.02075;0.17394;0.29902;0.4353;108.518;-0.23152;-0.35783;0.61144;-0.60345;140.154;-9.119.611.753.277.210
-0.17264;0.34175;161.327;-122.485;0.12941;-0.09613;108.288;0.32062;1.812;151.937;-15.175;-158.265;-9.119.593.548.492.520
0.02529;0.62498;0.21922;-0.14248;-10.742;117.082;267.513;-109.948;-212.518;-0.39321;105.805;0.99192;-9.099.739.280.392.550
-103.889;-0.28859;-345.326;0.89404;0.45187;-0.23271;165.026;-110.592;0.77483;122.017;0.11994;0.74762;-9.095.113.281.933.150
-111.323;0.2503;-0.47965;-0.46117;0.4475;0.06551;152.722;0.99048;-0.30909;181.629;130.126;215.231;-9.091.451.267.620.570
-114.576;0.03415;0.57531;0.19246;0.01668;-0.62857;111.354;-0.51529;-181.044;-0.5216;141.972;-0.41479;-9.090.828.944.136.060
-0.65619;-0.65099;0.56893;0.74561;-0.82671;0.14819;0.64561;0.08123;128.349;0.76171;0.05326;0.6496;-9.089.565.736.444.870
-0.54161;-0.3313;0.03375;-117.587;0.38238;0.92198;-0.52227;-0.01366;0.48395;-117.902;0.2349;0.47911;-9.069.451.272.184.810
-124.862;0.2058;-0.25151;-217.016;191.323;0.16485;0.13218;167.002;0.19609;118.435;0.12095;0.64859;-9.028.399.421.647.050
-0.97089;-228.751;-0.87052;0.22473;0.00381;-0.63489;-0.73695;-164.215;174.092;-238.383;-103.768;-0.72108;-9.009.262.254.115.530
0.26611;0.25064;-0.52605;-0.5636;-0.96896;169.327;0.37103;-0.29523;-0.43714;0.58907;0.18288;0.6437;-8.977.191.635.886.730
